id,Country,Cases,Deaths,Update_Time
579,Venezuela,12,0,2009-06-10 06:00:00
580,Viet Nam,15,0,2009-06-10 06:00:00
581,Argentina,256,0,2009-06-11 14:00:00
582,Australia,1307,0,2009-06-11 14:00:00
583,Austria,7,0,2009-06-11 14:00:00
584,Bahamas,1,0,2009-06-11 14:00:00
585,Bahrain,1,0,2009-06-11 14:00:00
586,Barbados,3,0,2009-06-11 14:00:00
587,Belgium,14,0,2009-06-11 14:00:00
588,Bolivia,5,0,2009-06-11 14:00:00
589,Brazil,40,0,2009-06-11 14:00:00
590,Bulgaria,2,0,2009-06-11 14:00:00
591,Canada,2446,4,2009-06-11 14:00:00
592,Cayman Islands,2,0,2009-06-11 14:00:00
593,Chile,1694,2,2009-06-11 14:00:00
594,China,174,0,2009-06-11 14:00:00
595,Colombia,35,1,2009-06-11 14:00:00
596,Costa Rica,104,1,2009-06-11 14:00:00
597,Cuba,5,0,2009-06-11 14:00:00
598,Cyprus,1,0,2009-06-11 14:00:00
599,Czech Republic,4,0,2009-06-11 14:00:00
600,Denmark,10,0,2009-06-11 14:00:00
601,Dominica,1,0,2009-06-11 14:00:00
602,Dominican Republic,91,1,2009-06-11 14:00:00
603,Ecuador,67,0,2009-06-11 14:00:00
604,Egypt,10,0,2009-06-11 14:00:00
605,El Salvador,69,0,2009-06-11 14:00:00
606,Estonia,4,0,2009-06-11 14:00:00
607,Finland,4,0,2009-06-11 14:00:00
608,France,73,0,2009-06-11 14:00:00
609,Germany,95,0,2009-06-11 14:00:00
610,Greece,7,0,2009-06-11 14:00:00
611,Guatemala,60,0,2009-06-11 14:00:00
612,Honduras,89,0,2009-06-11 14:00:00
613,Hungary,4,0,2009-06-11 14:00:00
614,Iceland,3,0,2009-06-11 14:00:00
615,India,9,0,2009-06-11 14:00:00
616,Ireland,12,0,2009-06-11 14:00:00
617,Israel,68,0,2009-06-11 14:00:00
618,Italy,54,0,2009-06-11 14:00:00
619,Jamaica,10,0,2009-06-11 14:00:00
620,Japan,518,0,2009-06-11 14:00:00
621,Korea,53,0,2009-06-11 14:00:00
622,Kuwait,18,0,2009-06-11 14:00:00
623,Lebanon,8,0,2009-06-11 14:00:00
624,Luxembourg,1,0,2009-06-11 14:00:00
625,Malaysia,5,0,2009-06-11 14:00:00
626,Mexico,6241,108,2009-06-11 14:00:00
627,Netherlands,30,0,2009-06-11 14:00:00
628,New Zealand,23,0,2009-06-11 14:00:00
629,Nicaragua,45,0,2009-06-11 14:00:00
630,Norway,13,0,2009-06-11 14:00:00
631,Panama,221,0,2009-06-11 14:00:00
632,Paraguay,25,0,2009-06-11 14:00:00
633,Peru,64,0,2009-06-11 14:00:00
634,Philippines,77,0,2009-06-11 14:00:00
635,Poland,7,0,2009-06-11 14:00:00
636,Portugal,2,0,2009-06-11 14:00:00
637,Romania,11,0,2009-06-11 14:00:00
638,Russia,3,0,2009-06-11 14:00:00
639,Saudi Arabia,1,0,2009-06-11 14:00:00
640,Singapore,18,0,2009-06-11 14:00:00
641,Slovakia,3,0,2009-06-11 14:00:00
642,Spain,357,0,2009-06-11 14:00:00
643,Sweden,19,0,2009-06-11 14:00:00
644,Switzerland,20,0,2009-06-11 14:00:00
645,Thailand,8,0,2009-06-11 14:00:00
646,Trinidad and Tobago,2,0,2009-06-11 14:00:00
647,Turkey,10,0,2009-06-11 14:00:00
648,Ukraine,1,0,2009-06-11 14:00:00
649,United Arab Emirates,1,0,2009-06-11 14:00:00
650,United Kingdom,822,0,2009-06-11 14:00:00
651,United States of America,13217,27,2009-06-11 14:00:00
652,Uruguay,24,0,2009-06-11 14:00:00
653,Venezuela,13,0,2009-06-11 14:00:00
654,Viet Nam,16,0,2009-06-11 14:00:00
655,Argentina,343,0,2009-06-12 07:00:00
656,Australia,1307,0,2009-06-12 07:00:00
657,Austria,7,0,2009-06-12 07:00:00
658,Bahamas,1,0,2009-06-12 07:00:00
659,Bahrain,1,0,2009-06-12 07:00:00
660,Barbados,3,0,2009-06-12 07:00:00
661,Belgium,14,0,2009-06-12 07:00:00
662,Bolivia,5,0,2009-06-12 07:00:00
663,Brazil,52,0,2009-06-12 07:00:00
664,Bulgaria,2,0,2009-06-12 07:00:00
665,Canada,2978,4,2009-06-12 07:00:00
666,Cayman Islands,2,0,2009-06-12 07:00:00
667,Chile,1694,2,2009-06-12 07:00:00
668,China,188,0,2009-06-12 07:00:00
669,Colombia,35,1,2009-06-12 07:00:00
670,Costa Rica,104,1,2009-06-12 07:00:00
671,Cuba,6,0,2009-06-12 07:00:00
672,Cyprus,1,0,2009-06-12 07:00:00
673,Czech Republic,4,0,2009-06-12 07:00:00
674,Denmark,11,0,2009-06-12 07:00:00
675,Dominica,1,0,2009-06-12 07:00:00
676,Dominican Republic,91,1,2009-06-12 07:00:00
677,Ecuador,67,0,2009-06-12 07:00:00
678,Egypt,10,0,2009-06-12 07:00:00
679,El Salvador,69,0,2009-06-12 07:00:00
680,Estonia,4,0,2009-06-12 07:00:00
681,Finland,4,0,2009-06-12 07:00:00
682,France,73,0,2009-06-12 07:00:00
683,Germany,95,0,2009-06-12 07:00:00
684,Greece,7,0,2009-06-12 07:00:00
685,Guatemala,74,1,2009-06-12 07:00:00
686,Honduras,89,0,2009-06-12 07:00:00
687,Hungary,4,0,2009-06-12 07:00:00
688,Iceland,4,0,2009-06-12 07:00:00
689,India,9,0,2009-06-12 07:00:00
690,Ireland,12,0,2009-06-12 07:00:00
691,Israel,68,0,2009-06-12 07:00:00
692,Italy,56,0,2009-06-12 07:00:00
693,Jamaica,11,0,2009-06-12 07:00:00
694,Japan,549,0,2009-06-12 07:00:00
695,Korea,53,0,2009-06-12 07:00:00
696,Kuwait,18,0,2009-06-12 07:00:00
697,Lebanon,8,0,2009-06-12 07:00:00
698,Luxembourg,1,0,2009-06-12 07:00:00
699,Malaysia,5,0,2009-06-12 07:00:00
700,Mexico,6241,108,2009-06-12 07:00:00
701,Netherlands,35,0,2009-06-12 07:00:00
702,New Zealand,27,0,2009-06-12 07:00:00
703,Nicaragua,56,0,2009-06-12 07:00:00
704,Norway,13,0,2009-06-12 07:00:00
705,Panama,221,0,2009-06-12 07:00:00
706,Paraguay,25,0,2009-06-12 07:00:00
707,Peru,79,0,2009-06-12 07:00:00
708,Philippines,77,0,2009-06-12 07:00:00
709,Poland,7,0,2009-06-12 07:00:00
710,Portugal,2,0,2009-06-12 07:00:00
711,Romania,11,0,2009-06-12 07:00:00
712,Russia,3,0,2009-06-12 07:00:00
713,Saudi Arabia,1,0,2009-06-12 07:00:00
714,Singapore,18,0,2009-06-12 07:00:00
715,Slovakia,3,0,2009-06-12 07:00:00
716,Spain,488,0,2009-06-12 07:00:00
717,Sweden,19,0,2009-06-12 07:00:00
718,Switzerland,20,0,2009-06-12 07:00:00
719,Thailand,8,0,2009-06-12 07:00:00
720,Trinidad and Tobago,4,0,2009-06-12 07:00:00
721,Turkey,10,0,2009-06-12 07:00:00
722,Ukraine,1,0,2009-06-12 07:00:00
723,United Arab Emirates,1,0,2009-06-12 07:00:00
724,United Kingdom,822,0,2009-06-12 07:00:00
725,United States of America,13217,27,2009-06-12 07:00:00
726,Uruguay,36,0,2009-06-12 07:00:00
727,Venezuela,25,0,2009-06-12 07:00:00
728,Viet Nam,23,0,2009-06-12 07:00:00
729,Argentina,343,0,2009-06-15 17:00:00
730,Australia,1823,0,2009-06-15 17:00:00
731,Austria,7,0,2009-06-15 17:00:00
732,Bahamas,1,0,2009-06-15 17:00:00
733,Bahrain,1,0,2009-06-15 17:00:00
734,Barbados,3,0,2009-06-15 17:00:00
735,Belgium,17,0,2009-06-15 17:00:00
736,Bolivia,7,0,2009-06-15 17:00:00
737,Brazil,54,0,2009-06-15 17:00:00
738,Bulgaria,2,0,2009-06-15 17:00:00
739,Canada,2978,4,2009-06-15 17:00:00
740,Cayman Islands,2,0,2009-06-15 17:00:00
741,Chile,1694,2,2009-06-15 17:00:00
742,China,318,0,2009-06-15 17:00:00
743,Colombia,42,1,2009-06-15 17:00:00
744,Costa Rica,104,1,2009-06-15 17:00:00
745,Cuba,6,0,2009-06-15 17:00:00
746,Cyprus,1,0,2009-06-15 17:00:00
747,Czech Republic,4,0,2009-06-15 17:00:00
748,Denmark,12,0,2009-06-15 17:00:00
749,Dominica,1,0,2009-06-15 17:00:00
750,Dominican Republic,93,1,2009-06-15 17:00:00
751,Ecuador,80,0,2009-06-15 17:00:00
752,Egypt,18,0,2009-06-15 17:00:00
753,El Salvador,95,0,2009-06-15 17:00:00
754,Estonia,4,0,2009-06-15 17:00:00
755,Finland,4,0,2009-06-15 17:00:00
756,France,80,0,2009-06-15 17:00:00
757,Germany,170,0,2009-06-15 17:00:00
758,Greece,19,0,2009-06-15 17:00:00
759,Guatemala,119,1,2009-06-15 17:00:00
760,Honduras,89,0,2009-06-15 17:00:00
761,Hungary,4,0,2009-06-15 17:00:00
762,Iceland,4,0,2009-06-15 17:00:00
763,India,16,0,2009-06-15 17:00:00
764,Ireland,12,0,2009-06-15 17:00:00
765,Israel,117,0,2009-06-15 17:00:00
766,Italy,67,0,2009-06-15 17:00:00
767,Jamaica,11,0,2009-06-15 17:00:00
768,Japan,605,0,2009-06-15 17:00:00
769,Korea,65,0,2009-06-15 17:00:00
770,Kuwait,18,0,2009-06-15 17:00:00
771,Lebanon,8,0,2009-06-15 17:00:00
772,Luxembourg,1,0,2009-06-15 17:00:00
773,Malaysia,5,0,2009-06-15 17:00:00
774,Mexico,6241,108,2009-06-15 17:00:00
775,Morocco,1,0,2009-06-15 17:00:00
776,Netherlands,61,0,2009-06-15 17:00:00
777,New Zealand,86,0,2009-06-15 17:00:00
778,Nicaragua,56,0,2009-06-15 17:00:00
779,Norway,13,0,2009-06-15 17:00:00
780,Panama,272,0,2009-06-15 17:00:00
781,Paraguay,25,0,2009-06-15 17:00:00
782,Peru,91,0,2009-06-15 17:00:00
783,Philippines,77,0,2009-06-15 17:00:00
784,Poland,7,0,2009-06-15 17:00:00
785,Portugal,3,0,2009-06-15 17:00:00
786,Romania,13,0,2009-06-15 17:00:00
787,Russia,3,0,2009-06-15 17:00:00
788,Saudi Arabia,11,0,2009-06-15 17:00:00
789,Singapore,47,0,2009-06-15 17:00:00
790,Slovakia,3,0,2009-06-15 17:00:00
791,Spain,488,0,2009-06-15 17:00:00
792,Sweden,32,0,2009-06-15 17:00:00
793,Switzerland,22,0,2009-06-15 17:00:00
794,Thailand,29,0,2009-06-15 17:00:00
795,Trinidad and Tobago,5,0,2009-06-15 17:00:00
796,Turkey,10,0,2009-06-15 17:00:00
797,Ukraine,1,0,2009-06-15 17:00:00
798,United Arab Emirates,1,0,2009-06-15 17:00:00
799,United Kingdom,1226,0,2009-06-15 17:00:00
800,United States of America,17855,45,2009-06-15 17:00:00
801,Uruguay,36,0,2009-06-15 17:00:00
802,Venezuela,25,0,2009-06-15 17:00:00
803,Viet Nam,25,0,2009-06-15 17:00:00
804,West Bank and Gaza Strip,2,0,2009-06-15 17:00:00
805,Argentina,733,1,2009-06-17 12:00:00
806,Australia,2112,0,2009-06-17 12:00:00
807,Austria,7,0,2009-06-17 12:00:00
808,Bahamas,2,0,2009-06-17 12:00:00
809,Bahrain,12,0,2009-06-17 12:00:00
810,Barbados,3,0,2009-06-17 12:00:00
811,Belgium,19,0,2009-06-17 12:00:00
812,Bermuda,1,0,2009-06-17 12:00:00
813,Bolivia,11,0,2009-06-17 12:00:00
814,Brazil,79,0,2009-06-17 12:00:00
815,British Virgin Islands,1,0,2009-06-17 12:00:00
816,Bulgaria,2,0,2009-06-17 12:00:00
817,Canada,4049,7,2009-06-17 12:00:00
818,Cayman Islands,4,0,2009-06-17 12:00:00
819,Chile,2335,2,2009-06-17 12:00:00
820,China,382,0,2009-06-17 12:00:00
821,Colombia,53,1,2009-06-17 12:00:00
822,Costa Rica,149,1,2009-06-17 12:00:00
823,Cuba,7,0,2009-06-17 12:00:00
824,Cyprus,1,0,2009-06-17 12:00:00
825,Czech Republic,4,0,2009-06-17 12:00:00
826,Denmark,15,0,2009-06-17 12:00:00
827,Dominica,1,0,2009-06-17 12:00:00
828,Dominican Republic,93,1,2009-06-17 12:00:00
829,Ecuador,86,0,2009-06-17 12:00:00
830,Egypt,26,0,2009-06-17 12:00:00
831,El Salvador,125,0,2009-06-17 12:00:00
832,Estonia,4,0,2009-06-17 12:00:00
833,Finland,12,0,2009-06-17 12:00:00
834,France,120,0,2009-06-17 12:00:00
835,Germany,195,0,2009-06-17 12:00:00
836,Greece,23,0,2009-06-17 12:00:00
837,Guatemala,128,1,2009-06-17 12:00:00
838,Honduras,100,0,2009-06-17 12:00:00
839,Hungary,4,0,2009-06-17 12:00:00
840,Iceland,4,0,2009-06-17 12:00:00
841,India,30,0,2009-06-17 12:00:00
842,Ireland,12,0,2009-06-17 12:00:00
843,Israel,152,0,2009-06-17 12:00:00
844,Italy,72,0,2009-06-17 12:00:00
845,Jamaica,12,0,2009-06-17 12:00:00
846,Japan,666,0,2009-06-17 12:00:00
847,Jordan,2,0,2009-06-17 12:00:00
848,Korea,65,0,2009-06-17 12:00:00
849,Kuwait,18,0,2009-06-17 12:00:00
850,Lebanon,11,0,2009-06-17 12:00:00
851,Luxembourg,2,0,2009-06-17 12:00:00
852,Malaysia,17,0,2009-06-17 12:00:00
853,Mexico,6241,108,2009-06-17 12:00:00
854,Morocco,3,0,2009-06-17 12:00:00
855,Netherlands,69,0,2009-06-17 12:00:00
856,New Zealand,127,0,2009-06-17 12:00:00
857,Nicaragua,118,0,2009-06-17 12:00:00
858,Norway,13,0,2009-06-17 12:00:00
859,Panama,272,0,2009-06-17 12:00:00
860,Paraguay,25,0,2009-06-17 12:00:00
861,Peru,112,0,2009-06-17 12:00:00
862,Philippines,193,0,2009-06-17 12:00:00
863,Poland,7,0,2009-06-17 12:00:00
864,Portugal,3,0,2009-06-17 12:00:00
865,Qatar,3,0,2009-06-17 12:00:00
866,Romania,16,0,2009-06-17 12:00:00
867,Russia,3,0,2009-06-17 12:00:00
868,Samoa,1,0,2009-06-17 12:00:00
869,Saudi Arabia,17,0,2009-06-17 12:00:00
870,Singapore,49,0,2009-06-17 12:00:00
871,Slovakia,3,0,2009-06-17 12:00:00
872,Spain,499,0,2009-06-17 12:00:00
873,Sri Lanka,1,0,2009-06-17 12:00:00
874,Sweden,37,0,2009-06-17 12:00:00
875,Switzerland,27,0,2009-06-17 12:00:00
876,Thailand,310,0,2009-06-17 12:00:00
877,Trinidad and Tobago,5,0,2009-06-17 12:00:00
878,Turkey,16,0,2009-06-17 12:00:00
879,Ukraine,1,0,2009-06-17 12:00:00
880,United Arab Emirates,1,0,2009-06-17 12:00:00
881,United Kingdom,1463,1,2009-06-17 12:00:00
882,United States of America,17855,44,2009-06-17 12:00:00
883,Uruguay,36,0,2009-06-17 12:00:00
884,Venezuela,45,0,2009-06-17 12:00:00
885,Viet Nam,27,0,2009-06-17 12:00:00
886,West Bank and Gaza Strip,2,0,2009-06-17 12:00:00
887,Yemen,1,0,2009-06-17 12:00:00
888,Argentina,918,4,2009-06-19 07:00:00
889,Australia,2199,0,2009-06-19 07:00:00
890,Austria,8,0,2009-06-19 07:00:00
891,Bahamas,2,0,2009-06-19 07:00:00
892,Bahrain,12,0,2009-06-19 07:00:00
893,Barbados,4,0,2009-06-19 07:00:00
894,Belgium,19,0,2009-06-19 07:00:00
895,Bermuda,1,0,2009-06-19 07:00:00
896,Bolivia,11,0,2009-06-19 07:00:00
897,Brazil,96,0,2009-06-19 07:00:00
898,British Virgin Islands,1,0,2009-06-19 07:00:00
899,Bulgaria,2,0,2009-06-19 07:00:00
900,Canada,4905,12,2009-06-19 07:00:00
901,Cayman Islands,4,0,2009-06-19 07:00:00
902,Chile,3125,2,2009-06-19 07:00:00
903,China,519,0,2009-06-19 07:00:00
904,Colombia,60,1,2009-06-19 07:00:00
905,Costa Rica,149,1,2009-06-19 07:00:00
906,Cuba,15,0,2009-06-19 07:00:00
907,Cyprus,1,0,2009-06-19 07:00:00
908,Czech Republic,5,0,2009-06-19 07:00:00
909,Denmark,22,0,2009-06-19 07:00:00
910,Dominica,1,0,2009-06-19 07:00:00
911,Dominican Republic,93,1,2009-06-19 07:00:00
912,Ecuador,86,0,2009-06-19 07:00:00
913,Egypt,29,0,2009-06-19 07:00:00
914,El Salvador,160,0,2009-06-19 07:00:00
915,Estonia,5,0,2009-06-19 07:00:00
916,Finland,13,0,2009-06-19 07:00:00
917,France,133,0,2009-06-19 07:00:00
918,Germany,238,0,2009-06-19 07:00:00
919,Greece,31,0,2009-06-19 07:00:00
920,Guatemala,153,1,2009-06-19 07:00:00
921,Honduras,108,0,2009-06-19 07:00:00
922,Hungary,7,0,2009-06-19 07:00:00
923,Iceland,4,0,2009-06-19 07:00:00
924,India,30,0,2009-06-19 07:00:00
925,Ireland,16,0,2009-06-19 07:00:00
926,Israel,219,0,2009-06-19 07:00:00
927,Italy,88,0,2009-06-19 07:00:00
928,Jamaica,14,0,2009-06-19 07:00:00
929,Japan,690,0,2009-06-19 07:00:00
930,Jordan,2,0,2009-06-19 07:00:00
931,Korea,84,0,2009-06-19 07:00:00
932,Kuwait,18,0,2009-06-19 07:00:00
933,Laos,1,0,2009-06-19 07:00:00
934,Lebanon,12,0,2009-06-19 07:00:00
935,Luxembourg,2,0,2009-06-19 07:00:00
936,Malaysia,23,0,2009-06-19 07:00:00
937,Mexico,7624,113,2009-06-19 07:00:00
938,Morocco,8,0,2009-06-19 07:00:00
939,Netherlands,91,0,2009-06-19 07:00:00
940,New Zealand,216,0,2009-06-19 07:00:00
941,Nicaragua,144,0,2009-06-19 07:00:00
942,Norway,17,0,2009-06-19 07:00:00
943,Oman,3,0,2009-06-19 07:00:00
944,Panama,272,0,2009-06-19 07:00:00
945,Papua New Guinea,1,0,2009-06-19 07:00:00
946,Paraguay,27,0,2009-06-19 07:00:00
947,Peru,141,0,2009-06-19 07:00:00
948,Philippines,311,0,2009-06-19 07:00:00
949,Poland,7,0,2009-06-19 07:00:00
950,Portugal,5,0,2009-06-19 07:00:00
951,Qatar,3,0,2009-06-19 07:00:00
952,Romania,18,0,2009-06-19 07:00:00
953,Russia,3,0,2009-06-19 07:00:00
954,Samoa,1,0,2009-06-19 07:00:00
955,Saudi Arabia,22,0,2009-06-19 07:00:00
956,Singapore,77,0,2009-06-19 07:00:00
957,Slovakia,3,0,2009-06-19 07:00:00
958,South Africa,1,0,2009-06-19 07:00:00
959,Spain,512,0,2009-06-19 07:00:00
960,Sri Lanka,1,0,2009-06-19 07:00:00
961,Suriname,11,0,2009-06-19 07:00:00
962,Sweden,43,0,2009-06-19 07:00:00
963,Switzerland,27,0,2009-06-19 07:00:00
964,Thailand,518,0,2009-06-19 07:00:00
965,Trinidad and Tobago,18,0,2009-06-19 07:00:00
966,Turkey,20,0,2009-06-19 07:00:00
967,Ukraine,1,0,2009-06-19 07:00:00
968,United Arab Emirates,2,0,2009-06-19 07:00:00
969,United Kingdom,1754,1,2009-06-19 07:00:00
970,United States of America,17855,44,2009-06-19 07:00:00
971,Uruguay,36,0,2009-06-19 07:00:00
972,Venezuela,60,0,2009-06-19 07:00:00
973,Viet Nam,27,0,2009-06-19 07:00:00
974,West Bank and Gaza Strip,5,0,2009-06-19 07:00:00
975,Yemen,4,0,2009-06-19 07:00:00
976,Algeria,1,0,2009-06-22 07:00:00
977,Argentina,1010,7,2009-06-22 07:00:00
978,Australia,2436,1,2009-06-22 07:00:00
979,Austria,9,0,2009-06-22 07:00:00
980,Bahamas,2,0,2009-06-22 07:00:00
981,Bahrain,15,0,2009-06-22 07:00:00
982,Bangladesh,1,0,2009-06-22 07:00:00
983,Barbados,4,0,2009-06-22 07:00:00
984,Belgium,29,0,2009-06-22 07:00:00
985,Bermuda,1,0,2009-06-22 07:00:00
986,Bolivia,25,0,2009-06-22 07:00:00
987,Brazil,131,0,2009-06-22 07:00:00
988,British Virgin Islands,1,0,2009-06-22 07:00:00
989,Brunei Darussalam,1,0,2009-06-22 07:00:00
990,Bulgaria,2,0,2009-06-22 07:00:00
991,Canada,5710,13,2009-06-22 07:00:00
992,Cayman Islands,4,0,2009-06-22 07:00:00
993,Chile,4315,4,2009-06-22 07:00:00
994,China,739,0,2009-06-22 07:00:00
995,Colombia,71,2,2009-06-22 07:00:00
996,Costa Rica,149,1,2009-06-22 07:00:00
997,Cuba,15,0,2009-06-22 07:00:00
998,Cyprus,4,0,2009-06-22 07:00:00
999,Czech Republic,7,0,2009-06-22 07:00:00
1000,Denmark,23,0,2009-06-22 07:00:00
1001,Dominica,1,0,2009-06-22 07:00:00
1002,Dominican Republic,93,1,2009-06-22 07:00:00
1003,Ecuador,95,0,2009-06-22 07:00:00
1004,Egypt,39,0,2009-06-22 07:00:00
1005,El Salvador,160,0,2009-06-22 07:00:00
1006,Estonia,5,0,2009-06-22 07:00:00
1007,Fiji,1,0,2009-06-22 07:00:00
1008,Finland,13,0,2009-06-22 07:00:00
1009,France,149,0,2009-06-22 07:00:00
1010,Germany,275,0,2009-06-22 07:00:00
1011,Greece,48,0,2009-06-22 07:00:00
1012,Guatemala,208,1,2009-06-22 07:00:00
1013,Honduras,108,0,2009-06-22 07:00:00
1014,Hungary,7,0,2009-06-22 07:00:00
1015,Iceland,4,0,2009-06-22 07:00:00
1016,India,44,0,2009-06-22 07:00:00
1017,Ireland,23,0,2009-06-22 07:00:00
1018,Israel,291,0,2009-06-22 07:00:00
1019,Italy,88,0,2009-06-22 07:00:00
1020,Jamaica,19,0,2009-06-22 07:00:00
1021,Japan,850,0,2009-06-22 07:00:00
1022,Jordan,13,0,2009-06-22 07:00:00
1023,Korea,105,0,2009-06-22 07:00:00
1024,Kuwait,26,0,2009-06-22 07:00:00
1025,Laos,2,0,2009-06-22 07:00:00
1026,Lebanon,12,0,2009-06-22 07:00:00
1027,Luxembourg,3,0,2009-06-22 07:00:00
1028,Malaysia,23,0,2009-06-22 07:00:00
1029,Mexico,7624,113,2009-06-22 07:00:00
1030,Morocco,6,0,2009-06-22 07:00:00
1031,Netherlands,95,0,2009-06-22 07:00:00
1032,New Zealand,258,0,2009-06-22 07:00:00
1033,Nicaragua,189,0,2009-06-22 07:00:00
1034,Norway,17,0,2009-06-22 07:00:00
1035,Oman,3,0,2009-06-22 07:00:00
1036,Panama,330,0,2009-06-22 07:00:00
1037,Papua New Guinea,1,0,2009-06-22 07:00:00
1038,Paraguay,48,0,2009-06-22 07:00:00
1039,Peru,185,0,2009-06-22 07:00:00
1040,Philippines,344,0,2009-06-22 07:00:00
1041,Poland,13,0,2009-06-22 07:00:00
1042,Portugal,6,0,2009-06-22 07:00:00
1043,Qatar,8,0,2009-06-22 07:00:00
1044,Romania,18,0,2009-06-22 07:00:00
1045,Russia,3,0,2009-06-22 07:00:00
1046,Samoa,1,0,2009-06-22 07:00:00
1047,Saudi Arabia,35,0,2009-06-22 07:00:00
1048,Singapore,142,0,2009-06-22 07:00:00
1049,Slovakia,3,0,2009-06-22 07:00:00
1050,Slovenia,1,0,2009-06-22 07:00:00
1051,South Africa,1,0,2009-06-22 07:00:00
1052,Spain,522,0,2009-06-22 07:00:00
1053,Sri Lanka,4,0,2009-06-22 07:00:00
1054,Suriname,11,0,2009-06-22 07:00:00
1055,Sweden,48,0,2009-06-22 07:00:00
1056,Switzerland,31,0,2009-06-22 07:00:00
1057,Thailand,589,0,2009-06-22 07:00:00
1058,Trinidad and Tobago,18,0,2009-06-22 07:00:00
1059,Turkey,20,0,2009-06-22 07:00:00
1060,Ukraine,1,0,2009-06-22 07:00:00
1061,United Arab Emirates,2,0,2009-06-22 07:00:00
1062,United Kingdom,2508,1,2009-06-22 07:00:00
1063,United States of America,21449,87,2009-06-22 07:00:00
1064,Uruguay,36,0,2009-06-22 07:00:00
1065,Venezuela,71,0,2009-06-22 07:00:00
1066,Viet Nam,35,0,2009-06-22 07:00:00
1067,West Bank and Gaza Strip,8,0,2009-06-22 07:00:00
1068,Yemen,5,0,2009-06-22 07:00:00
1069,Algeria,2,0,2009-06-24 07:00:00
1070,Antigua and Barbuda,2,0,2009-06-24 07:00:00
1071,Argentina,1213,7,2009-06-24 07:00:00
1072,Australia,2857,2,2009-06-24 07:00:00
1073,Austria,12,0,2009-06-24 07:00:00
1074,Bahamas,4,0,2009-06-24 07:00:00
1075,Bahrain,15,0,2009-06-24 07:00:00
1076,Bangladesh,1,0,2009-06-24 07:00:00
1077,Barbados,5,0,2009-06-24 07:00:00
1078,Belgium,30,0,2009-06-24 07:00:00
1079,Bermuda,1,0,2009-06-24 07:00:00
1080,Bolivia,44,0,2009-06-24 07:00:00
1081,Brazil,334,0,2009-06-24 07:00:00
1082,British Virgin Islands,1,0,2009-06-24 07:00:00
1083,Brunei Darussalam,4,0,2009-06-24 07:00:00
1084,Bulgaria,5,0,2009-06-24 07:00:00
1085,Cambodia,1,0,2009-06-24 07:00:00
1086,Canada,6457,15,2009-06-24 07:00:00
1087,Cap Verde,3,0,2009-06-24 07:00:00
1088,Cayman Islands,7,0,2009-06-24 07:00:00
1089,Chile,4315,4,2009-06-24 07:00:00
1090,China,906,0,2009-06-24 07:00:00
1091,Colombia,71,2,2009-06-24 07:00:00
1092,Costa Rica,189,1,2009-06-24 07:00:00
1093,Cote d'Ivoire,2,0,2009-06-24 07:00:00
1094,Cuba,15,0,2009-06-24 07:00:00
1095,Cyprus,5,0,2009-06-24 07:00:00
1096,Czech Republic,7,0,2009-06-24 07:00:00
1097,Denmark,34,0,2009-06-24 07:00:00
1098,Dominica,1,0,2009-06-24 07:00:00
1099,Dominican Republic,108,2,2009-06-24 07:00:00
1100,Ecuador,115,0,2009-06-24 07:00:00
1101,Egypt,40,0,2009-06-24 07:00:00
1102,El Salvador,160,0,2009-06-24 07:00:00
1103,Estonia,5,0,2009-06-24 07:00:00
1104,Ethiopia,2,0,2009-06-24 07:00:00
1105,Fiji,2,0,2009-06-24 07:00:00
1106,Finland,26,0,2009-06-24 07:00:00
1107,France,174,0,2009-06-24 07:00:00
1108,Germany,301,0,2009-06-24 07:00:00
1109,Greece,58,0,2009-06-24 07:00:00
1110,Guatemala,235,1,2009-06-24 07:00:00
1111,Honduras,118,0,2009-06-24 07:00:00
1112,Hungary,7,0,2009-06-24 07:00:00
1113,Iceland,4,0,2009-06-24 07:00:00
1114,India,64,0,2009-06-24 07:00:00
1115,Ireland,23,0,2009-06-24 07:00:00
1116,Israel,375,0,2009-06-24 07:00:00
1117,Italy,96,0,2009-06-24 07:00:00
1118,Jamaica,19,0,2009-06-24 07:00:00
1119,Japan,893,0,2009-06-24 07:00:00
1120,Jordan,15,0,2009-06-24 07:00:00
1121,Korea,115,0,2009-06-24 07:00:00
1122,Kuwait,26,0,2009-06-24 07:00:00
1123,Laos,3,0,2009-06-24 07:00:00
1124,Latvia,1,0,2009-06-24 07:00:00
1125,Lebanon,25,0,2009-06-24 07:00:00
1126,Luxembourg,3,0,2009-06-24 07:00:00
1127,Malaysia,68,0,2009-06-24 07:00:00
1128,Mexico,7847,115,2009-06-24 07:00:00
1129,Montenegro,1,0,2009-06-24 07:00:00
1130,Morocco,9,0,2009-06-24 07:00:00
1131,Netherlands,114,0,2009-06-24 07:00:00
1132,New Zealand,386,0,2009-06-24 07:00:00
1133,Nicaragua,220,0,2009-06-24 07:00:00
1134,Norway,22,0,2009-06-24 07:00:00
1135,Oman,3,0,2009-06-24 07:00:00
1136,Panama,330,0,2009-06-24 07:00:00
1137,Papua New Guinea,1,0,2009-06-24 07:00:00
1138,Paraguay,58,0,2009-06-24 07:00:00
1139,Peru,217,0,2009-06-24 07:00:00
1140,Philippines,445,1,2009-06-24 07:00:00
1141,Poland,13,0,2009-06-24 07:00:00
